City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,lanzhou,36.0564,103.7922,24.89,46,13,2.12,CN,1690222123
287,balqash,46.8481,74.995,25.2,39,17,1.7,KZ,1690222123
288,wenchang,30.904,118.4887,26.21,86,66,1.07,CN,1690222123
289,sabang,5.8933,95.3214,28.48,76,97,9.71,ID,1690222035
290,kourou,5.1552,-52.6478,30.03,80,33,4.17,GF,1690222031
291,mugia,43.1041,-9.2179,21.06,70,41,5.73,ES,1690222002
292,walvis bay,-22.9575,14.5053,11.72,73,41,2.46,NA,1690222009
293,mil'kovo,55.6078,37.7956,17.22,95,83,2.16,RU,1690222012
294,alenquer,-1.9417,-54.7383,35.14,36,10,2.42,BR,1690222123
295,nazca,-14.8333,-74.95,25.8,36,0,2.76,PE,1690222124
296,camabatela,-8.1881,15.375,21.7,23,3,1.46,AO,1690222124
297,lamu,-2.2717,40.902,24.12,83,44,6.45,KE,1690222124
298,tocopilla,-22.092,-70.1979,19.71,66,2,4.27,CL,1690222124
299,montepuez,-13.1256,38.9997,19.75,57,29,3.15,MZ,1690222124
300,newman,37.3138,-121.0208,32.19,14,84,0.9,US,1690221971
301,kismayo,-0.3582,42.5454,24.99,79,74,7.09,SO,1690222124
302,moranbah,-22.0016,148.0466,12.97,94,97,10.78,AU,1690222124
303,sos'va,59.1766,61.8558,14.75,78,49,1.24,RU,1690222125
304,sola,-13.8833,167.55,25.85,85,83,6.13,VU,1690221985
305,watsa,3.0372,29.5355,19.56,89,85,0.22,CD,1690222125
306,suva,-18.1416,178.4415,20.71,94,75,2.06,FJ,1690221923
307,bikenibeu village,1.3673,173.1241,28.49,77,45,4.72,KI,1690222064
308,laghouat,33.8,2.8651,38.88,7,1,4.85,DZ,1690222125
309,shambu,9.5667,37.1,11.79,92,79,0.16,ET,1690222125
310,polovinnoye,54.7914,65.9864,19.02,50,80,2.57,RU,1690222125
311,altdorf,49.3875,11.3572,20.45,83,85,4.46,DE,1690222125
312,hermanus,-34.4187,19.2345,6.56,67,0,2.46,ZA,1690221925
313,arawa,-6.2132,155.5367,24.2,93,79,1.83,PG,1690222125
314,borkum,53.5809,6.6915,17.75,78,91,8.29,DE,1690222125
315,bridgewater,44.3835,-64.5155,30.06,62,97,5.14,CA,1690221942
316,ust'-ilimsk,58.0006,102.6619,17.05,95,85,1.68,RU,1690222001
317,barclayville,4.6797,-8.2339,25.54,82,97,3.27,LR,1690222126
318,salalah,17.0151,54.0924,25.05,100,100,1.54,OM,1690222126
319,morehead city,34.7229,-76.726,31.69,77,0,4.63,US,1690221892
320,fale old settlement,-9.3852,-171.2468,28.73,73,20,7.74,TK,1690221989
321,biharamulo,-2.6319,31.3089,21.85,46,51,1.1,TZ,1690222126
322,monteagudo,-19.8167,-63.9833,25.91,42,51,3.21,BO,1690222126
323,khandyga,62.6667,135.6,15.67,86,21,1.88,RU,1690222002
324,shenzhen,22.5455,114.0683,30.61,91,72,1.79,CN,1690222043
325,ban dung,17.699,103.2596,25.01,100,70,2.44,TH,1690222126
326,mulayjah,27.271,48.4242,35.79,13,23,1.45,SA,1690222126
327,comalapa,14.7411,-90.8875,20.96,65,100,2.1,GT,1690222126
328,grande prairie,55.1667,-118.8027,17.1,77,100,3.09,CA,1690221853
329,piranhas,-16.4269,-51.8222,33.28,19,0,2.96,BR,1690222126
330,sisimiut,66.9395,-53.6735,9.15,76,70,5.38,GL,1690222046
331,urucui,-7.2294,-44.5561,35.77,21,19,3.29,BR,1690222126
332,velyka pysarivka,50.4259,35.485,19.21,62,57,2.41,UA,1690222126
333,isiolo,0.3546,37.5822,22.97,57,90,4.81,KE,1690222127
334,cururupu,-1.8283,-44.8683,29.61,63,47,2.4,BR,1690222034
335,hadibu,12.65,54.0333,25.17,79,75,10.06,YE,1690222127
336,badger,64.8,-147.5333,25.21,68,75,1.54,US,1690221945
337,ta`u,-14.2336,-169.5144,25.84,75,68,5.4,AS,1690221985
338,al kharijah,25.4514,30.5464,35.26,13,0,4.29,EG,1690222127
339,pisco,-13.7,-76.2167,22.03,64,0,3.6,PE,1690221997
340,valparaiso,-33.0393,-71.6273,21.13,41,0,4.12,CL,1690222080
341,taradale,-39.5333,176.85,7.41,85,49,2.6,NZ,1690222127
342,akhmim,26.5622,31.745,37.7,14,4,6.99,EG,1690222127
343,puerto aysen,-45.4,-72.7,3.02,75,100,3.6,CL,1690222038
344,baise city,23.8997,106.6133,26.62,89,96,1.0,CN,1690222127
345,road town,18.4167,-64.6167,32.02,58,40,5.66,VG,1690221983
346,auki,-8.7676,160.7034,24.33,89,76,1.45,SB,1690221979
347,shitanjing,39.2342,106.3439,25.7,34,4,4.06,CN,1690222128
348,al artawiyah,26.5053,45.3444,36.04,8,55,3.22,SA,1690222128
349,gaur,26.7667,85.2667,29.6,72,91,3.65,NP,1690222128
350,flin flon,54.7682,-101.865,24.91,50,40,1.54,CA,1690221903
351,batu pahat,1.8548,102.9325,26.22,87,37,2.05,MY,1690222128
352,lasem,-6.6922,111.4527,24.87,82,48,2.5,ID,1690222128
353,sorong,-0.8833,131.25,25.44,88,86,6.73,ID,1690222032
354,queenstown,-31.8976,26.8753,6.19,46,0,0.83,ZA,1690222130
355,fortuna,40.5982,-124.1573,23.29,71,20,5.14,US,1690221896
356,santa isabel,-23.3156,-46.2214,29.49,27,1,1.67,BR,1690222130
357,sayansk,54.1088,102.1648,12.93,93,17,0.92,RU,1690222130
358,aitape,-3.1374,142.3475,25.61,88,100,1.53,PG,1690222011
359,ha'il,27.5219,41.6907,33.64,10,3,2.32,SA,1690222131
360,saudarkrokur,65.7461,-19.6394,10.16,92,100,0.84,IS,1690221875
361,bilaspur,22.0833,82.15,27.7,76,85,1.8,IN,1690222131
362,sparks,39.5349,-119.7527,33.14,21,75,7.2,US,1690221997
363,aracati,-4.5617,-37.7697,31.44,48,33,6.15,BR,1690222131
364,chapaev,50.2,51.1667,24.12,53,100,5.21,KZ,1690222131
365,barah,13.7,30.3667,33.94,33,76,6.4,SD,1690222131
366,garachico,28.7781,-17.7646,22.06,69,40,5.66,ES,1690222132
367,colonia,50.9333,6.95,21.35,83,20,7.2,DE,1690221950
368,igarka,67.4667,86.5833,15.71,71,95,2.17,RU,1690222031
369,arkalyk,50.2486,66.9114,21.59,37,26,4.51,KZ,1690222132
370,sakaiminato,35.55,133.2333,25.46,85,0,2.87,JP,1690222132
371,antonio enes,-16.2325,39.9086,21.55,81,0,3.73,MZ,1690222037
372,altai,46.3722,96.2583,14.4,39,75,0.78,MN,1690222001
373,hotan,37.0997,79.9269,30.02,29,46,1.16,CN,1690222045
374,itoman,26.1247,127.6694,29.01,79,40,4.12,JP,1690222133
375,zarah sharan,33.1467,68.7917,21.37,59,92,2.69,AF,1690222138
376,zalingei,12.9096,23.4741,22.28,81,75,6.55,SD,1690222138
377,jiuquan,39.7432,98.5174,28.7,13,12,3.99,CN,1690222138
378,langueux,48.495,-2.7185,18.24,79,100,6.69,FR,1690222138
379,nikolayevsk-on-amure,53.1406,140.73,17.22,69,99,1.36,RU,1690222011
380,san julian,21.0167,-102.1667,25.1,38,58,3.95,MX,1690222138
381,carnarvon,-24.8667,113.6333,16.28,72,48,4.56,AU,1690222011
382,beitbridge,-22.2167,30.0,21.89,27,45,1.77,ZW,1690221977
383,port hedland,-20.3167,118.5667,12.03,47,0,3.6,AU,1690222138
384,aguas vermelhas,-15.7472,-41.46,23.03,49,87,3.12,BR,1690222138
385,sinop,41.7711,34.8709,16.18,90,61,0.22,TR,1690222138
386,delijan,33.9905,50.6838,32.48,13,78,9.87,IR,1690222138
387,krasnokamensk,50.0979,118.0369,17.39,80,97,1.08,RU,1690222138
388,languyan,5.2618,120.0807,26.41,88,100,4.2,PH,1690222139
389,papao,-17.75,-149.55,26.82,84,16,9.39,PF,1690222023
390,manghit,42.1156,60.0597,35.46,18,21,2.55,UZ,1690222139
391,paranhos,-23.8928,-55.4311,29.82,28,5,4.16,BR,1690222139
392,katsuren-haebaru,26.3369,127.8719,29.01,83,41,6.55,JP,1690221979
393,stephenville,32.2207,-98.2023,38.47,23,0,3.09,US,1690222139
394,crane,31.3974,-102.3501,36.82,18,0,4.96,US,1690221901
395,gunjur,13.2019,-16.7339,28.05,75,100,4.88,GM,1690222139
396,hinton,53.4001,-117.5857,20.33,73,100,1.42,CA,1690222139
397,tofol,5.3248,163.0078,28.31,74,88,5.15,FM,1690221903
398,lompoc,34.6391,-120.4579,30.99,77,75,2.57,US,1690221880
399,north ward,-19.2454,146.8075,12.95,71,0,5.66,AU,1690222139
400,borisoglebskiy,57.2586,39.1508,13.65,90,100,2.12,RU,1690222139
401,vilhena,-12.7406,-60.1458,32.5,24,0,1.94,BR,1690222139
402,dikhil,11.5,42.1667,31.08,37,94,6.23,DJ,1690222107
403,nsanje,-16.92,35.262,22.04,43,0,1.73,MW,1690222139
404,northam,51.0333,-4.2167,17.44,75,60,6.07,GB,1690222034
405,holualoa,19.6228,-155.9522,25.43,81,47,1.16,US,1690221701
406,kota belud,6.351,116.4305,25.96,80,100,3.44,MY,1690222140
407,hobyo,5.3505,48.5268,25.56,76,59,13.65,SO,1690222006
408,puebla,18.8333,-98.0,21.28,54,100,1.57,MX,1690221905
409,rawlins,41.7911,-107.2387,31.94,17,0,4.63,US,1690221955
410,lishu,43.3047,124.3278,19.88,96,16,3.24,CN,1690222140
411,zhangye,38.9342,100.4517,27.41,25,86,3.49,CN,1690222140
412,stadtoldendorf,51.9,9.65,18.72,86,44,5.11,DE,1690222140
413,urangan,-25.3,152.9,18.03,78,74,9.72,AU,1690222140
414,lamar,33.6668,-95.5836,35.91,51,0,4.12,US,1690222140
415,maymana,35.9214,64.7836,30.71,17,6,1.17,AF,1690222140
416,kupang,-10.1667,123.5833,22.64,74,47,7.38,ID,1690222140
417,sao felix do xingu,-6.6447,-51.995,35.19,22,5,2.21,BR,1690222135
418,iwon-up,40.3231,128.6553,22.21,89,8,1.88,KP,1690221989
419,necochea,-38.5473,-58.7368,9.06,56,61,4.04,AR,1690222140
420,skiathos,39.1623,23.4909,29.43,70,0,2.06,GR,1690222140
421,arkhangel'sk,64.5401,40.5433,13.41,88,83,1.73,RU,1690222032
422,tucumcari,35.1717,-103.725,36.08,19,2,7.74,US,1690222070
423,mpulungu,-8.7623,31.1141,23.83,46,6,2.17,ZM,1690222141
424,inirida,3.8653,-67.9239,28.57,77,85,0.16,CO,1690222141
425,micheweni,-4.9667,39.8333,24.38,83,53,6.25,TZ,1690221998
426,natal,-5.795,-35.2094,28.36,65,40,6.69,BR,1690222026
427,fisterra,42.9049,-9.2629,20.97,73,29,7.12,ES,1690222092
428,oude pekela,53.1042,7.0097,17.15,77,99,6.17,NL,1690222141
429,ohafia-ifigh,5.6146,7.8119,22.47,97,95,1.12,NG,1690222141
430,gaiman,-43.2897,-65.4929,8.07,53,100,11.04,AR,1690222141
431,shilovo,54.3204,40.874,17.97,66,99,3.64,RU,1690222141
432,bardai,11.65,7.2333,26.32,63,56,2.52,NG,1690222142
433,itaituba,-4.2761,-55.9836,37.59,21,4,1.92,BR,1690222142
434,bozoum,6.3193,16.3799,21.97,92,50,1.44,CF,1690222143
435,ishigaki,24.3448,124.1572,29.26,77,100,8.3,JP,1690222143
436,vernon,50.2581,-119.2691,28.85,28,41,1.03,CA,1690221983
437,taoudenni,22.6783,-3.9836,45.81,9,44,1.75,ML,1690222146
438,codrington,-38.2667,141.9667,11.43,71,99,2.15,AU,1690222148
439,lutzelbach,49.7425,8.7675,22.75,51,66,5.4,DE,1690222148
440,sakaraha,-22.9,44.5333,16.07,65,2,1.91,MG,1690222148
441,iskateley,67.6803,53.1512,16.32,75,100,3.05,RU,1690221858
442,acarau,-2.8856,-40.12,30.43,56,14,8.51,BR,1690221892
443,toulepleu guere,6.574,-8.4259,24.66,95,87,1.25,CI,1690222148
444,saint-francois,46.4154,3.9054,23.69,53,96,5.14,FR,1690222158
445,port augusta,-32.5,137.7667,7.93,86,0,2.38,AU,1690221999
446,santa barbara d'oeste,-22.7536,-47.4136,30.03,28,0,2.32,BR,1690222169
447,harper,4.375,-7.7169,25.84,81,93,4.29,LR,1690222173
448,sur,22.5667,59.5289,29.6,71,100,1.13,OM,1690222036
449,darnah,32.767,22.6367,29.39,59,0,7.01,LY,1690222174
450,gatton,-27.55,152.2833,10.91,87,1,1.36,AU,1690222174
451,saint-philippe,-21.3585,55.7679,20.77,84,40,3.91,RE,1690221947
452,whitby,54.4877,-0.615,15.03,76,64,1.34,GB,1690221965
453,luanda,-8.8368,13.2343,20.65,89,48,4.49,AO,1690222174
454,amasra,41.7463,32.3863,22.38,78,0,3.44,TR,1690222174
455,posto fiscal rolim de moura,-13.0833,-62.2667,36.54,17,0,1.21,BR,1690222174
456,tralee,52.2704,-9.7026,14.75,76,99,3.94,IE,1690222033
457,yuzhno-kurilsk,44.0306,145.8556,16.87,99,100,1.84,RU,1690221978
458,bluefield,37.2698,-81.2223,28.06,53,40,3.09,US,1690222174
459,sydney,-33.8679,151.2073,10.77,86,38,3.09,AU,1690222174
460,plesetsk,62.708,40.2916,12.05,95,38,2.0,RU,1690222175
461,sines,37.9562,-8.8698,20.72,74,0,8.98,PT,1690222176
462,male,4.1748,73.5089,28.45,79,90,4.13,MV,1690222177
463,hede,33.7681,120.2517,25.5,88,10,1.55,CN,1690222177
464,murzuq,25.9155,13.9184,35.93,13,2,2.56,LY,1690222178
465,rio grande,-32.035,-52.0986,15.06,91,100,7.6,BR,1690221996
466,slatina,44.4333,24.3667,28.58,40,1,1.56,RO,1690222178
467,patnanungan,14.7833,122.1833,27.57,82,100,8.03,PH,1690222178
468,masterton,-40.9597,175.6575,6.6,96,49,1.13,NZ,1690222178
469,ghatal,22.6667,87.7167,28.02,84,7,2.35,IN,1690222179
470,tingo maria,-9.2895,-76.0088,30.17,54,20,1.03,PE,1690222179
471,ad dilam,23.9915,47.1627,38.32,8,97,3.0,SA,1690222036
472,kingston,17.997,-76.7936,33.47,64,29,2.24,JM,1690222095
473,murray bridge,-35.1167,139.2667,9.63,82,87,1.71,AU,1690222179
474,los llanos de aridane,28.6585,-17.9182,21.86,83,40,5.66,ES,1690222179
475,san andres,12.5847,-81.7006,28.13,81,98,7.94,CO,1690222005
476,sawakin,19.1059,37.3321,35.16,37,87,0.68,SD,1690221920
477,north battleford,52.7834,-108.2847,26.89,36,81,7.09,CA,1690222052
478,formosa do rio preto,-11.0483,-45.1931,31.61,25,4,4.21,BR,1690222180
479,dhalie,13.6957,44.7314,28.96,38,100,1.61,YE,1690222180
480,naracoorte,-36.9579,140.7383,10.84,69,98,1.12,AU,1690222180
481,severnoye,56.3491,78.3619,14.89,91,47,1.47,RU,1690222180
482,belyayevka,51.3974,56.4096,18.65,61,66,2.4,RU,1690222043
483,bom jesus do itabapoana,-21.1339,-41.6797,27.6,48,34,3.1,BR,1690222181
484,namibe,-15.1961,12.1522,18.29,85,35,4.07,AO,1690221996
485,viedma,-40.8135,-62.9967,10.09,49,99,4.91,AR,1690222004
486,juan de herrera,18.874,-71.2383,31.4,48,68,2.99,DO,1690222181
487,chegdomyn,51.1167,133.0167,17.71,98,98,1.09,RU,1690222034
488,kapa'a,22.0752,-159.319,27.18,82,100,7.72,US,1690221883
489,turbat,26.0023,63.044,30.85,62,100,2.14,PK,1690222181
490,ola,59.5833,151.2833,12.25,69,8,1.85,RU,1690222007
491,kerema,-7.9631,145.7785,23.19,80,96,2.45,PG,1690222182
492,bozuyuk,39.9078,30.0367,22.19,63,0,2.64,TR,1690222182
493,severo-yeniseyskiy,60.3725,93.0408,13.73,95,54,1.11,RU,1690222182
494,gimcheon,36.1218,128.1198,24.62,100,100,0.51,KR,1690222182
495,sarkand,45.41,79.9186,22.09,27,0,3.07,KZ,1690222182
496,thunder bay,48.4001,-89.3168,22.43,45,29,0.48,CA,1690222032
497,saint-joseph,-21.3667,55.6167,20.21,83,40,3.35,RE,1690221999
498,hithadhoo,-0.6,73.0833,28.47,78,100,7.08,MV,1690221830
499,howard springs,-12.497,131.047,16.95,41,7,3.86,AU,1690222183
500,gamay,12.3854,125.2979,26.64,81,100,6.58,PH,1690222183
501,letlhakane,-21.4167,25.5833,17.89,20,21,2.87,BW,1690222183
502,bushehr,28.9684,50.8385,35.54,46,67,1.73,IR,1690222183
503,weihai,37.5017,122.1136,24.51,95,19,3.07,CN,1690222080
504,chibougamau,49.9168,-74.3659,16.79,82,100,3.06,CA,1690222183
505,kill devil hills,36.0307,-75.676,29.0,77,0,4.63,US,1690222183
506,freetown,8.484,-13.2299,28.84,74,75,3.09,SL,1690221998
507,poletayevo,55.0336,61.1138,19.88,64,74,2.51,RU,1690222041
508,siyabuswa,-25.1132,29.0445,18.95,36,69,2.21,ZA,1690222183
509,coalinga,36.1397,-120.3602,33.91,20,74,1.26,US,1690222183
510,souillac,-20.5167,57.5167,21.99,85,34,4.44,MU,1690222183
511,kyzyl,51.7,94.45,17.27,56,87,2.43,RU,1690222183
512,goure,13.9835,10.2704,33.53,35,22,4.15,NE,1690222184
513,kampene,-3.6,26.6667,27.52,37,41,0.14,CD,1690222184
514,magadan,59.5667,150.8,12.68,66,2,2.32,RU,1690222184
515,port macquarie,-31.4333,152.9167,8.27,92,23,3.74,AU,1690222184
516,kwolla,8.9333,9.2833,26.01,75,91,2.59,NG,1690222184
517,vila franca do campo,37.7167,-25.4333,25.23,69,52,2.08,PT,1690222184
518,young,-32.6833,-57.6333,8.96,93,100,5.9,UY,1690222184
519,talara,-4.5772,-81.2719,28.42,54,0,8.75,PE,1690222184
520,calderitas,18.55,-88.25,33.06,58,40,5.14,MX,1690222184
521,golere,16.2557,-14.1017,35.89,37,56,1.74,SN,1690222185
522,olavarria,-36.8927,-60.3225,9.49,58,100,4.39,AR,1690222185
523,broome,42.2506,-75.833,27.48,66,20,4.63,US,1690222185
524,caleta de carquin,-11.0925,-77.6267,22.51,68,22,5.24,PE,1690222185
525,marica,-22.9194,-42.8186,28.97,70,1,2.96,BR,1690222185
526,inhambane,-23.865,35.3833,21.99,83,20,4.63,MZ,1690221975
527,bucerias,20.75,-105.3333,32.77,70,75,2.06,MX,1690222185
528,san luis,-33.295,-66.3356,15.61,28,28,1.0,AR,1690222130
529,paita,-5.0892,-81.1144,24.86,68,33,6.57,PE,1690222050
530,praia da vitoria,38.7333,-27.0667,25.14,78,40,5.93,PT,1690221981
531,ebaye,8.7748,167.7392,28.01,78,0,8.23,MH,1690222185
532,pekanbaru,0.5333,101.45,26.18,89,93,0.0,ID,1690221956
533,boromo,11.75,-2.9333,25.93,82,100,2.57,BF,1690222185
534,angaur state,6.906,134.13,27.94,81,100,6.4,PW,1690222035
535,kavaratti,10.5669,72.642,28.2,80,89,7.89,IN,1690222186
536,lafiagi,8.8667,5.4167,24.43,92,100,1.19,NG,1690222186
537,kenora,49.8167,-94.4337,23.21,43,29,2.68,CA,1690222019
538,dhromolaxia,34.8755,33.5868,33.58,57,20,5.14,CY,1690222186
539,brezina,33.0989,1.2608,38.79,8,5,6.35,DZ,1690222186
540,chipata,-13.6333,32.65,19.32,43,5,2.14,ZM,1690222186
541,ghanzi,-21.5667,21.7833,18.73,27,7,2.91,BW,1690222186
542,dien bien phu,21.3833,103.0167,22.76,98,90,1.06,VN,1690222186
543,nadym,65.5333,72.5167,20.08,72,39,3.73,RU,1690222186
544,belokurikha,51.9959,84.9896,17.79,60,45,3.08,RU,1690222186
545,uturoa,-16.7333,-151.4333,26.64,82,37,6.43,PF,1690222029
546,basco,20.4487,121.9702,28.86,83,89,12.18,PH,1690222187
547,teguise,29.0605,-13.564,23.12,61,40,8.75,ES,1690222187
548,imeko,7.45,2.85,23.16,93,100,1.4,NG,1690222187
549,ketchikan,55.3422,-131.6461,18.26,72,0,5.66,US,1690222187
550,kasempa,-13.4584,25.8338,18.01,40,0,2.32,ZM,1690222187
551,dogondoutchi,13.6393,4.0287,33.81,40,43,1.61,NE,1690222187
552,qeshm,26.9581,56.2719,33.93,80,100,1.19,IR,1690222187
553,belo sur tsiribihina,-19.7,44.55,21.91,82,3,3.9,MG,1690222187
554,fuerte olimpo,-21.0415,-57.8738,34.95,17,0,4.09,PY,1690222187
555,kuala belait,4.5833,114.1833,25.59,89,94,2.41,BN,1690222187
556,selibaby,15.159,-12.1829,35.36,39,59,1.33,MR,1690222188
557,amagi,33.4167,130.65,25.79,42,30,1.22,JP,1690222188
558,qamdo,31.1667,97.2333,5.98,93,100,1.93,CN,1690222188
559,nago,26.5881,127.9761,28.03,82,41,5.65,JP,1690222188
560,verkhnevilyuysk,63.4453,120.3167,17.16,90,34,2.34,RU,1690222188
561,hilo,19.7297,-155.09,24.85,88,100,0.89,US,1690222033
562,plouzane,48.3833,-4.6167,17.03,88,100,7.72,FR,1690222188
563,villa gesell,-37.2639,-56.973,8.92,63,100,4.6,AR,1690222188
564,clinton,42.587,-82.9199,29.97,57,5,2.24,US,1690222120
565,turpan,42.9333,89.1667,35.15,22,34,1.52,CN,1690222035
566,humberto de campos,-2.5983,-43.4611,28.65,71,55,1.88,BR,1690222189
567,nagqu,31.5,92.0,6.16,91,100,2.65,CN,1690222031
568,aden,12.7794,45.0367,30.69,73,100,7.15,YE,1690222178
569,coracao de jesus,-16.6853,-44.365,25.01,47,92,2.56,BR,1690222189
570,tierp,60.3427,17.5181,19.98,54,50,3.03,SE,1690222189
571,taulaga,-11.0553,-171.0883,27.71,78,14,9.17,AS,1690222189
572,cestos city,5.46,-9.5828,25.29,85,100,4.22,LR,1690222189
573,les avirons,-21.2418,55.3394,20.03,83,0,2.06,RE,1690222189
574,belogorsk,50.9158,128.4611,18.69,99,100,1.95,RU,1690222189
